filename,rate_hz,mean,std,nonzero,elapsed_sec
empty_00000.npy,178.5219,21.664478,15.799758,2599,0.282
empty_00001.npy,178.3726,22.676598,15.791970,2598,0.337
empty_00002.npy,181.1144,22.918926,16.282267,2596,0.251
empty_00003.npy,175.5454,22.703106,16.321016,2592,0.286
empty_00004.npy,175.4917,22.555019,16.187298,2597,0.278
empty_00005.npy,176.5277,21.882666,15.707130,2593,0.288
empty_00006.npy,171.9885,22.065378,15.809215,2594,0.285
empty_00007.npy,176.6577,21.729517,15.786336,2587,0.288
empty_00008.npy,179.9511,21.080376,15.204613,2596,0.283
empty_00009.npy,174.4899,22.136667,15.617692,2599,0.287
empty_00010.npy,167.1217,22.195757,15.713667,2596,0.290
empty_00011.npy,171.0488,22.289864,15.742097,2594,0.286
empty_00012.npy,173.7976,22.132383,15.651185,2591,0.286
empty_00013.npy,179.8643,22.116919,15.663088,2596,0.283
empty_00014.npy,188.7513,22.311113,15.683375,2593,0.299
empty_00015.npy,186.3354,22.183945,15.666905,2592,0.285
empty_00016.npy,174.0209,22.239935,15.703940,2592,0.286
empty_00017.npy,175.1667,22.338085,15.773790,2593,0.287
empty_00018.npy,173.0184,21.630054,15.428278,2590,0.283
empty_00019.npy,178.8873,22.137615,15.598469,2593,0.284
empty_00020.npy,173.7977,21.727686,15.498033,2589,0.421
empty_00021.npy,177.9548,22.210571,15.689013,2589,0.288
empty_00022.npy,181.8869,21.964027,15.452979,2594,0.280
empty_00023.npy,174.1583,21.650574,15.210805,2598,0.283
empty_00024.npy,172.6528,21.785870,15.282895,2597,0.290
empty_00025.npy,186.4560,21.548042,15.089192,2596,0.283
empty_00026.npy,176.8368,21.548962,15.131158,2596,0.282
empty_00027.npy,178.7107,21.575430,15.126536,2597,0.277
empty_00028.npy,178.3490,21.798609,15.296804,2600,0.279
empty_00029.npy,173.5649,21.827349,15.248327,2598,0.281
empty_00030.npy,175.1671,21.264482,15.054630,2596,0.355
empty_00031.npy,175.0300,21.576008,15.094565,2598,0.285
empty_00032.npy,178.3763,21.740608,15.169141,2599,0.285
empty_00033.npy,177.5376,21.628208,15.058479,2599,0.283
empty_00034.npy,179.1259,21.473505,15.043369,2600,0.279
empty_00035.npy,172.9088,22.020649,15.424251,2594,0.291
empty_00036.npy,172.3635,21.792028,15.320848,2598,0.283
empty_00037.npy,186.1217,21.785137,15.226703,2599,0.276
empty_00038.npy,178.0955,21.859724,15.279345,2598,0.286
empty_00039.npy,174.7611,21.797667,15.238405,2599,0.283
empty_00040.npy,179.9398,21.567978,15.088337,2596,0.280
empty_00041.npy,182.4805,21.583315,15.081563,2598,0.276
empty_00042.npy,168.2013,21.698580,15.147540,2599,0.290
empty_00043.npy,175.0415,21.709633,15.161845,2599,0.285
empty_00044.npy,179.5416,21.784424,15.273724,2596,0.281
empty_00045.npy,175.1940,21.875078,15.390601,2597,0.284
empty_00046.npy,171.3573,21.858398,15.345452,2599,0.288
empty_00047.npy,177.7837,21.630409,15.265493,2590,0.320
empty_00048.npy,169.9462,21.759356,15.273408,2596,0.289
empty_00049.npy,182.4354,21.584946,15.211172,2593,0.278
empty_00050.npy,173.1849,21.641270,15.313875,2590,0.337
empty_00051.npy,174.1006,21.827183,15.429671,2591,0.284
empty_00052.npy,176.9046,21.914610,15.526342,2592,0.284
empty_00053.npy,166.8401,21.784145,15.389171,2591,0.290
empty_00054.npy,179.1484,21.717773,15.288032,2592,0.277
empty_00055.npy,174.4112,21.807676,15.412187,2591,0.286
empty_00056.npy,175.3174,21.845121,15.370986,2592,0.292
empty_00057.npy,171.1387,22.212627,15.746729,2589,0.292
empty_00058.npy,171.6951,22.056738,15.575096,2596,0.281
empty_00059.npy,178.6012,21.771351,15.479208,2595,0.272
empty_00060.npy,175.0501,22.178194,15.677661,2594,0.284
empty_00061.npy,180.2741,22.294321,15.704583,2588,0.280
empty_00062.npy,184.1616,22.265152,15.729050,2591,3.439
empty_00063.npy,181.0243,22.100170,15.566537,2589,0.278
empty_00064.npy,180.8240,21.594456,15.394866,2592,0.404
empty_00065.npy,178.4751,21.757875,15.513439,2595,0.279
empty_00066.npy,172.2040,22.286139,15.793825,2594,0.285
empty_00067.npy,173.2643,22.378801,15.838979,2588,0.284
empty_00068.npy,178.4898,22.178400,15.703815,2589,0.279
empty_00069.npy,175.0158,22.332043,15.796693,2591,0.286
empty_00070.npy,179.9063,22.300220,15.728255,2593,0.280
