filename,rate_hz,mean,std,nonzero,elapsed_sec
present_00000.npy,178.1124,11.314806,8.161410,2591,0.280
present_00001.npy,189.3934,9.833728,8.149885,2580,0.255
present_00002.npy,187.9922,11.319828,7.535371,2600,0.280
present_00003.npy,178.4555,8.204320,4.981442,2600,0.284
present_00004.npy,174.9055,11.669535,6.482435,2600,0.274
present_00005.npy,179.1654,9.971434,6.817731,2600,0.280
present_00006.npy,179.5995,11.527785,7.247856,2600,0.274
present_00007.npy,165.4217,12.677639,8.174767,2600,0.294
present_00008.npy,177.6057,8.239850,6.113294,2570,0.267
present_00009.npy,166.8846,14.177608,8.848805,2600,0.296
present_00010.npy,168.8168,14.593031,10.514232,2600,0.286
present_00011.npy,175.8997,9.657849,6.902945,2596,0.270
present_00012.npy,186.1064,8.909563,5.128505,2600,0.265
present_00013.npy,205.7653,7.432762,4.380745,2599,0.259
present_00014.npy,183.0823,7.096130,4.559051,2600,0.268
present_00015.npy,183.2560,6.489829,4.179070,2600,0.258
present_00016.npy,204.1756,6.115685,3.702528,2600,0.242
present_00017.npy,208.5856,8.401068,4.988755,2599,0.253
present_00018.npy,180.9096,9.427338,5.355925,2600,0.271
present_00019.npy,194.8511,10.109129,5.611669,2600,0.266
present_00020.npy,201.2901,9.153712,5.586691,2600,0.254
present_00021.npy,195.8116,8.448230,4.947655,2600,0.261
present_00022.npy,191.1453,7.797739,5.565543,2600,1.142
present_00023.npy,213.9210,8.380706,5.657492,2536,1.118
present_00024.npy,108.5459,9.339496,5.713751,2600,0.475
present_00025.npy,210.5267,10.427136,6.231608,2600,0.248
present_00026.npy,193.8973,11.357031,6.830929,2600,0.260
present_00027.npy,189.7131,11.789451,7.238057,2600,0.262
present_00028.npy,187.2323,9.098274,6.163084,2560,0.263
present_00029.npy,184.2500,10.484439,6.955437,2574,0.266
present_00030.npy,192.0891,6.929027,4.568009,2600,0.256
present_00031.npy,220.2181,5.950082,3.687219,2600,0.248
present_00032.npy,195.4570,10.716240,7.387215,2600,0.255
present_00033.npy,185.6831,13.258186,8.097333,2600,0.268
present_00034.npy,177.0036,12.511527,7.666984,2600,0.285
present_00035.npy,183.6203,13.141300,7.872637,2600,0.270
present_00036.npy,184.6111,8.025760,5.279382,2600,0.269
present_00037.npy,202.9427,7.393724,4.278693,2600,0.248
present_00038.npy,191.0307,8.234773,5.181253,2600,0.251
present_00039.npy,210.9252,8.169502,5.119343,2600,0.252
present_00040.npy,175.0659,10.433457,7.055550,2596,0.276
present_00041.npy,173.9997,10.934373,7.798425,2582,0.282
present_00042.npy,190.7171,9.376326,6.354636,2597,0.263
present_00043.npy,193.7206,7.262271,4.422038,2600,0.249
present_00044.npy,225.9403,6.681856,3.627240,2597,0.223
present_00045.npy,197.0559,8.815868,5.008695,2600,0.256
present_00046.npy,177.3576,11.960341,7.056108,2600,0.278
present_00047.npy,188.7573,11.257449,6.918308,2600,0.262
present_00048.npy,178.7879,10.689563,6.389993,2600,0.271
present_00049.npy,197.8197,7.820537,4.369476,2600,0.251
present_00050.npy,193.0571,7.823156,5.004321,2600,0.258
present_00051.npy,215.2218,9.637859,6.945825,2591,0.245
present_00052.npy,189.2665,11.450418,7.599019,2598,0.274
present_00053.npy,177.4607,12.409782,7.577441,2600,0.273
present_00054.npy,177.9441,11.169348,6.238817,2600,0.274
present_00055.npy,192.4067,10.060556,5.734889,2600,0.262
present_00056.npy,185.3316,10.252819,5.888656,2600,0.279
present_00057.npy,188.8687,8.981244,5.728580,2600,0.267
present_00058.npy,191.1023,9.414153,6.358972,2600,0.277
present_00059.npy,190.7066,9.974207,6.198958,2600,0.264
present_00060.npy,181.3443,11.136905,5.998881,2600,0.274
present_00061.npy,176.1404,10.476019,6.136741,2600,0.278
present_00062.npy,186.6550,10.730186,6.418747,2600,0.267
present_00063.npy,217.5123,13.837730,7.819707,2600,0.233
present_00064.npy,171.8561,12.957603,7.721210,2600,0.290
present_00065.npy,184.9567,7.235483,5.461253,2583,0.264
present_00066.npy,200.2426,8.930289,5.228641,2600,0.253
present_00067.npy,197.3163,9.820212,6.349974,2598,0.255
present_00068.npy,187.8512,9.141968,6.015922,2578,0.266
present_00069.npy,194.4351,8.901172,5.935572,2583,3.226
present_00070.npy,186.1134,9.796506,6.449567,2579,0.265
present_00071.npy,198.6969,9.997472,6.578867,2588,0.255
present_00072.npy,195.7925,9.601379,5.609654,2600,0.255
present_00073.npy,188.7187,10.288828,5.736125,2600,0.265
present_00074.npy,189.1876,10.594034,5.819031,2600,0.265
present_00075.npy,194.6967,9.680597,5.551445,2600,0.259
present_00076.npy,189.4839,9.912584,5.720964,2600,0.267
present_00077.npy,192.0707,10.540610,6.207017,2600,0.264
present_00078.npy,186.2110,10.997736,6.289783,2600,0.270
present_00079.npy,217.4524,8.384821,4.754877,2600,0.236
present_00080.npy,179.6206,9.076940,5.422705,2600,0.264
present_00081.npy,195.8891,8.300680,5.482953,2599,0.257
present_00082.npy,215.7446,8.546396,5.600451,2599,0.241
present_00083.npy,188.2533,10.190177,6.543435,2594,0.267
present_00084.npy,178.6970,11.777570,6.743431,2600,0.268
present_00085.npy,182.3213,11.082507,5.990871,2600,0.267
present_00086.npy,187.1405,10.218263,6.804060,2600,0.259
present_00087.npy,181.9686,10.978625,8.152460,2598,0.267
present_00088.npy,179.1334,10.702289,8.149296,2595,0.267
present_00089.npy,171.5226,11.582580,7.358993,2600,0.278
present_00090.npy,185.1086,12.577076,7.765850,2600,0.275
present_00091.npy,196.2044,11.297947,7.123323,2600,0.271
present_00092.npy,199.4082,9.942552,7.080589,2600,0.253
present_00093.npy,203.1948,10.295074,7.122515,2598,0.244
present_00094.npy,177.1520,13.445224,7.897669,2600,0.280
present_00095.npy,211.5750,8.618124,6.096346,2599,0.251
present_00096.npy,192.8923,7.516307,5.043852,2600,0.252
present_00097.npy,209.5668,8.275321,6.329470,2579,0.261
present_00098.npy,192.5347,9.823085,7.390120,2596,1.148
present_00099.npy,200.4743,11.465109,7.842057,2600,0.286
